Complex_Phrase,frequency,length,aoa,syllable_count,binary_complex,familiarity,concreteness,imaginability,aoa_gpt,CEFR_Level,cluster
recorded,4.66,8,8.0,3,1,4.2,2.8,2.5,6.5,B1,5
recorded,4.66,8,8.0,3,1,4.0,2.5,2.0,6.0,B1,5
recordings,3.9,10,10.0,3,0,4.0,3.5,3.0,7.0,B1,1
recovered,4.25,9,9.665,4,0,3.8,2.5,2.0,6.0,B1,5
recovering,3.84,10,6.5158,4,1,3.8,2.5,2.7,6.5,B2,5
recycling,3.76,9,10.53,3,1,4.2,3.5,3.8,8.0,B1,1
recycling,3.76,9,10.53,3,1,4.2,3.5,3.8,8.0,B1,1
rededicated,1.84,11,9.560299999999986,5,1,3.0,2.0,2.5,12.0,C1,0
reduced,4.64,7,3.2295,2,1,3.5,2.5,2.0,8.0,B1,3
reefs,3.36,5,3.905,1,1,3.8,4.7,4.5,8.0,B1,1
reelected,2.95,9,5.256200000000003,3,1,3.5,1.5,1.2,10.0,B2,0
reexamined,2.03,10,9.62745,4,1,3.0,2.0,2.5,12.0,C1,0
references,4.42,10,7.314124999999999,4,1,3.5,2.5,2.0,8.0,B2,0
referencing,3.36,11,10.919899999999949,4,1,3.5,2.0,2.5,8.0,B2,0
referencing,3.36,11,10.919899999999949,4,1,3.5,2.0,2.5,8.0,B2,0
referred,4.61,8,5.945,2,1,3.5,2.0,2.0,8.0,B1,3
referred,4.61,8,5.945,2,1,3.5,2.0,1.5,8.0,B1,3
referring,4.35,9,6.0,3,1,3.5,2.0,2.0,6.5,B1,5
referring,4.35,9,6.0,3,1,3.5,2.0,2.0,5.0,B1,5
refers,4.25,6,2.0,2,1,3.5,2.0,2.0,8.0,B1,3
refining,3.41,8,10.0,3,0,3.2,2.3,2.1,8.5,B2,0
reformed,3.61,8,7.885,3,1,3.5,2.0,2.5,8.5,B2,0
reformed,3.61,8,7.885,3,1,3.5,2.0,2.5,10.0,B2,0
reforms,4.06,7,4.0,2,1,3.8,2.5,2.0,10.0,B2,3
reforms,4.06,7,4.0,2,1,3.5,2.0,2.5,10.0,B2,3
refugees,4.26,8,5.97,3,1,4.0,2.5,3.0,8.5,B2,5
refugees,4.26,8,5.97,3,1,4.0,2.5,3.0,10.0,B2,0
refused,4.54,7,3.7599999999999927,2,0,4.0,2.0,2.0,5.0,A2,5
refused,4.54,7,3.7599999999999927,2,0,4.0,2.0,2.5,6.0,A2,2
refusing,3.99,8,6.965,3,0,4.0,2.0,2.5,5.0,B1,5
refuted,3.07,7,12.0,3,1,3.0,2.0,2.0,12.0,C1,0
refuted,3.07,7,12.0,3,1,3.0,2.0,2.0,12.0,C1,0
regained,3.49,8,12.0,3,1,3.5,2.0,2.5,8.0,B2,0
regarded,4.29,8,6.556666666666676,3,1,3.5,2.0,2.0,7.5,B2,0
regimes,3.53,7,8.682625000000025,3,0,3.5,2.0,2.5,12.0,B2,0
registered,4.52,10,6.588333333333322,3,1,4.0,2.0,2.5,8.0,B2,5
registered,4.52,10,6.588333333333322,3,1,4.0,2.0,2.5,8.0,B2,5
registering,3.46,11,8.0,4,0,3.5,2.0,2.0,8.0,B2,0
regulatory,4.23,10,12.05,3,0,3.5,2.0,2.0,12.0,C1,0
regulatory,4.23,10,12.05,3,0,3.5,2.0,2.0,12.0,C1,0
rehabilitation,3.99,14,13.53,5,1,3.8,2.5,2.7,10.0,B2,0
rehabilitation,3.99,14,13.53,5,1,3.9,2.8,2.5,10.5,B2,0
reinstatement,2.99,13,12.42,4,1,3.0,2.0,2.5,12.0,C1,0
reinstatement,2.99,13,12.42,4,1,3.0,2.0,2.5,12.0,C1,0
reinterpretations,1.8,17,10.570225000000004,5,1,2.5,2.0,2.0,12.0,C1,0
reiterated,3.28,10,6.240475000000001,4,1,3.0,2.0,2.0,10.0,C1,0
rejected,4.37,8,6.0,3,0,3.5,2.0,2.5,7.0,B1,0
rejected,4.37,8,6.0,3,0,4.0,2.5,2.0,8.0,B1,5
relates,3.82,7,9.91,3,0,3.5,2.0,2.5,7.0,B1,0
relates,3.82,7,9.91,3,0,3.5,2.0,2.5,7.0,B1,0
relatives,4.2,9,10.007499999999991,4,0,4.5,3.0,3.5,5.0,A2,1
relatives,4.2,9,10.007499999999991,4,0,4.5,3.0,3.5,5.0,A2,1
released,5.05,8,4.03,2,1,4.0,2.0,2.5,5.0,B1,2
released,5.05,8,4.03,2,1,4.0,2.5,2.0,5.0,B1,2
relies,3.81,6,10.679999999999945,2,0,3.5,2.0,2.0,7.0,B2,3
remained,4.62,8,6.0,3,0,4.0,2.0,2.5,6.5,B1,5
remained,4.62,8,6.0,3,0,4.0,2.0,2.0,5.0,B1,5
remaining,4.63,9,7.28,2,0,3.5,2.0,2.5,5.0,B1,3
remaining,4.63,9,7.28,2,0,4.0,2.0,2.5,5.0,B1,2
remanded,3.21,8,13.973150000000002,3,1,2.0,1.5,1.5,12.0,C1,0
remnants,3.51,8,3.305,2,1,3.0,3.5,3.2,8.0,C1,1
removed,4.79,7,3.0,2,0,3.5,2.0,2.0,5.0,B1,3
removed,4.79,7,3.0,2,0,3.5,2.0,2.0,5.0,B1,3
renderings,2.67,10,9.090549999999974,3,1,3.5,3.0,3.0,8.0,C1,1
renderings,2.67,10,9.090549999999974,3,1,3.5,3.0,3.0,8.0,C1,1
renewed,4.04,7,8.851666666666667,3,1,3.5,2.0,2.5,8.0,B2,0
rentals,3.42,7,8.31015,2,0,4.0,3.2,2.5,8.0,B1,1
repealing,3.08,9,8.461325000000015,3,1,3.0,1.8,1.5,12.0,C1,0
repealing,3.08,9,8.461325000000015,3,1,3.0,1.8,1.5,12.0,C1,0
repeatedly,4.21,10,8.007900000000017,3,0,4.0,1.5,1.5,7.5,B2,5
replacing,4.15,9,7.616999999999958,3,1,3.5,2.5,2.0,5.0,B1,0
replacing,4.15,9,7.616999999999958,3,1,3.8,2.3,2.1,6.5,B1,5
reported,5.0,8,6.0,3,0,4.0,2.0,2.5,6.5,B1,5
reported,5.0,8,6.0,3,0,4.0,2.0,2.5,7.0,B1,5
reporters,4.01,9,6.0,3,0,4.1,3.2,3.0,6.5,B1,1
reporters,4.01,9,6.0,3,0,4.0,3.2,3.5,7.0,B1,1
repossessed,2.55,11,12.519075000000027,4,1,3.0,2.5,2.0,12.0,C1,0
repossessed,2.55,11,12.519075000000027,4,1,3.0,2.5,2.0,12.0,C1,0
represented,4.53,11,6.9003749999999915,4,0,3.5,2.0,2.5,8.0,B2,0
represented,4.53,11,6.9003749999999915,4,0,3.5,2.0,2.5,8.0,B2,0
reproductions,2.93,13,12.983458333333305,4,1,3.0,2.5,2.0,10.0,B2,0
requested,4.33,9,6.0,3,1,3.5,2.0,2.5,5.0,B1,0
requested,4.33,9,6.0,3,1,3.5,2.0,2.5,8.0,B1,0
requesting,3.8,10,4.982,3,0,3.5,2.0,2.5,5.0,B1,0
required,5.02,8,4.0,2,1,4.0,2.0,2.5,6.0,B1,2
required,5.02,8,4.0,2,1,4.0,2.0,2.5,5.0,B1,2
requires,4.67,8,12.0,3,0,3.5,2.0,2.0,6.0,B1,5
requires,4.67,8,12.0,3,0,3.5,2.0,2.0,6.0,B1,5
rescued,3.94,7,5.558692857142858,2,1,4.0,3.0,3.5,5.0,B1,1
rescues,3.25,7,14.0,2,1,4.0,3.0,3.5,5.0,B1,1
rescues,3.25,7,14.0,2,1,4.0,3.5,3.8,5.0,B1,1
researched,3.56,10,6.0,3,0,3.5,2.0,2.5,10.0,B2,0
researched,3.56,10,6.0,3,0,3.5,2.0,2.5,10.0,B2,0
researchers,4.39,11,10.216699999999957,3,0,4.0,2.5,2.0,10.0,B1,0
researchers,4.39,11,10.216699999999957,3,0,4.0,2.5,2.0,10.0,B1,0
researching,3.63,11,11.520000000000032,3,0,3.5,2.0,2.5,10.5,B2,0
researching,3.63,11,11.520000000000032,3,0,3.5,2.0,2.5,10.0,B2,0
resembled,3.33,9,6.0,3,1,3.5,2.0,2.5,8.0,B2,0
resembled,3.33,9,6.0,3,1,3.5,2.0,2.5,8.0,B2,0
reserving,2.93,9,7.889374999999985,3,0,3.0,2.5,2.0,8.0,B1,0
reserving,2.93,9,7.889374999999985,3,0,3.0,2.5,2.0,8.0,B1,0
residences,3.44,10,9.193750000000009,4,1,4.0,4.2,3.8,8.0,B2,1
residing,3.58,8,7.7366666666666655,3,1,3.5,2.0,2.5,8.0,B2,0
resignations,2.82,12,10.264475000000012,4,1,3.5,2.0,2.5,10.0,B2,0
resignations,2.82,12,10.264475000000012,4,1,3.8,2.1,2.3,10.5,B2,0
resins,2.94,6,6.1815999999999995,2,1,2.8,3.5,3.0,10.0,B2,1
resistances,2.69,11,12.253799999999998,4,1,3.2,2.3,2.1,8.5,B2,0
resistances,2.69,11,12.253799999999998,4,1,3.0,2.5,2.0,8.0,B2,0
resolved,4.1,8,7.147149999999966,3,1,3.5,2.0,2.5,8.0,B2,0
resolved,4.1,8,7.147149999999966,3,1,3.5,2.0,2.5,8.0,B2,0
resonate,3.19,8,14.47,3,1,3.0,2.0,2.5,10.0,C1,0
resorts,3.75,7,2.666666666666655,2,0,4.0,4.2,4.3,8.0,B1,1
resorts,3.75,7,2.666666666666655,2,0,4.0,4.2,4.3,8.0,B1,1
responded,4.26,9,8.0,3,1,4.0,2.0,2.0,5.0,A2,5
responded,4.26,9,8.0,3,1,4.0,2.0,2.0,5.0,A2,5
restoring,3.72,9,8.0,3,1,3.8,3.2,3.5,8.5,B2,1
restricted,4.19,10,8.11,3,1,3.5,2.0,2.0,8.0,B2,0
restricting,3.52,11,10.442375000000007,3,1,3.2,2.3,2.1,8.5,B2,0
restrictions,4.31,12,2.0,3,1,3.5,2.5,2.0,8.0,B2,5
restricts,3.12,9,9.475600000000007,2,1,3.0,2.0,1.5,8.0,B2,3
resulted,4.37,8,6.0,3,0,3.5,2.0,2.0,8.0,B1,0
resulted,4.37,8,6.0,3,0,3.5,2.0,2.0,8.0,B1,0
resumed,3.76,7,6.0,3,1,3.5,2.0,2.0,8.0,B2,0
retaining,3.78,9,9.100991666666712,3,1,3.5,2.3,2.0,8.5,B2,0
retaining,3.78,9,9.100991666666712,3,1,3.5,2.3,2.0,8.5,B2,0
retaliated,2.8,10,12.422675000000009,4,1,3.0,2.0,2.5,10.0,B2,0
retaliated,2.8,10,12.422675000000009,4,1,3.0,2.0,2.5,10.5,B2,0
retracting,2.49,10,8.406150000000004,3,1,3.0,2.0,2.5,10.0,C1,0
retracting,2.49,10,8.406150000000004,3,1,3.0,2.0,2.5,10.0,C1,0
retreating,3.27,10,9.586191666666672,3,1,3.2,2.3,2.5,8.5,B2,0
retreats,3.16,8,11.975,2,1,3.5,3.2,3.0,8.0,B2,1
returned,4.82,8,6.5,3,0,4.0,2.0,2.5,5.0,A2,5
returning,4.49,9,6.5714285714285765,3,0,4.0,2.5,2.0,5.0,B1,5
returning,4.49,9,6.5714285714285765,3,0,4.0,2.5,2.0,5.0,B1,5
reuniting,2.95,9,5.256200000000003,3,1,3.2,2.5,3.0,8.5,B2,0
revamped,3.18,8,6.0,3,1,3.0,2.0,2.5,12.0,B2,0
revealed,4.65,8,6.0,3,1,3.5,2.8,2.7,7.5,B2,0
revealed,4.65,8,6.0,3,1,3.5,2.8,2.7,7.5,B2,0
reveals,4.34,7,4.0,2,1,3.5,2.8,2.7,6.5,B2,1
revered,3.34,7,8.615500000000003,3,1,3.0,2.0,2.5,10.0,C1,0
reversed,3.88,8,6.0,3,1,3.5,2.0,2.5,8.0,B2,0
ribs,3.8,4,3.103375,1,1,4.5,4.8,4.7,4.0,B1,4
ribs,3.8,4,3.103375,1,1,4.5,4.8,4.7,4.0,B1,4
rifles,3.84,6,7.40777380952381,2,1,4.2,4.7,4.5,8.0,B2,4
ringleaders,2.32,11,9.21445,3,1,3.0,2.5,2.0,10.0,C1,0
ringleaders,2.32,11,9.21445,3,1,3.0,2.5,2.0,10.0,C1,0
riots,3.87,5,6.0,1,0,4.0,3.5,3.0,10.0,B2,3
riots,3.87,5,6.0,1,0,4.0,3.5,3.0,10.0,B2,3
rises,4.07,5,6.743999999999985,2,0,3.5,2.5,2.0,4.0,B1,3
risks,4.35,5,2.0,1,0,4.0,2.3,2.5,7.5,B2,3
rivalries,3.17,9,9.7323,3,1,3.5,2.5,2.0,10.0,B2,0
rivals,3.95,6,9.0,2,1,3.8,3.2,3.0,8.0,B2,1
rivals,3.95,6,9.0,2,1,3.8,3.2,3.0,8.0,B2,1
roadblocks,2.93,10,8.905425000000061,2,1,3.8,3.5,3.2,8.0,B2,1
roamed,2.91,6,6.706900000000003,2,1,3.0,2.0,2.5,7.5,B2,3
rocked,3.53,6,10.0,2,1,3.5,3.0,3.0,5.0,B1,1
rocked,3.53,6,10.0,2,1,3.0,2.5,2.0,5.0,B1,3
roles,4.44,5,5.0,1,1,3.5,2.5,2.0,5.0,B1,3
rolled,4.21,6,4.0,2,1,3.2,2.8,2.5,3.5,A2,3
rolled,4.21,6,4.0,2,1,3.2,2.8,2.5,3.5,A2,3
rolls,4.23,5,7.802949999999997,1,1,4.0,3.5,3.0,4.0,A1,2
roundabouts,2.6,11,9.425425000000056,3,1,3.8,4.2,3.5,8.5,B1,1
rounds,4.3,6,4.0,1,0,3.0,2.5,2.0,5.0,B1,3
rounds,4.3,6,4.0,1,0,3.0,2.5,2.0,5.0,B1,3
ruled,4.3,5,8.539000000000001,2,1,3.5,2.0,2.5,6.5,A2,3
ruled,4.3,5,8.539000000000001,2,1,3.5,2.8,2.5,6.5,A2,1
rulers,3.7,6,13.0,2,1,4.0,4.2,3.8,6.0,A1,1
sacrificed,3.67,10,9.9425,4,1,3.5,2.0,2.5,8.5,B2,0
sacrifices,3.72,10,10.135212500000002,4,1,3.0,2.5,2.8,8.0,B2,0
saddled,2.94,7,10.0,2,1,3.5,3.0,3.0,8.0,B2,1
sagging,2.93,7,9.995,2,1,3.5,3.2,3.0,8.0,B2,1
saluted,2.72,7,8.364850000000013,3,0,3.0,2.5,2.0,8.0,B2,0
sampling,3.75,8,11.33333333333336,2,1,3.0,2.5,2.0,8.0,B2,3
sampling,3.75,8,11.33333333333336,2,1,3.0,2.5,2.0,8.0,B2,3
sanctioned,3.62,10,8.7175,3,1,3.5,2.0,2.5,10.0,C1,0
sanctioned,3.62,10,8.7175,3,1,3.5,2.0,2.5,10.5,B2,0
satirical,3.36,9,12.39,4,1,3.5,2.0,2.5,12.0,C1,0
satisfied,4.28,9,9.68,3,0,4.2,2.5,3.0,6.0,B1,5
saturated,3.66,9,10.63,4,1,3.0,2.5,2.0,10.0,B2,0
scheduled,4.45,9,3.9133333333333296,2,1,4.0,2.0,2.5,8.0,B1,2
scheduled,4.45,9,3.9133333333333296,2,1,4.0,2.0,2.5,8.0,B1,2
schemes,4.03,7,7.0,2,1,3.8,2.1,2.3,8.5,B2,3
schemes,4.03,7,7.0,2,1,3.5,2.0,2.5,10.0,B2,3
scientists,4.5,10,4.0,3,0,4.5,3.2,3.8,8.0,B1,1
scientists,4.5,10,4.0,3,0,4.5,3.2,3.8,8.0,B1,1
scored,4.63,6,4.0,2,0,3.0,2.0,2.5,6.0,A2,3
scored,4.63,6,4.0,2,0,3.5,2.0,2.5,6.0,A2,3
scoring,4.36,7,6.3606250000000015,2,0,3.5,2.5,2.0,8.0,B1,3
scrapped,3.51,8,3.305,2,1,3.0,2.5,2.0,8.0,B2,3
screaming,4.35,9,6.555,2,1,4.2,3.0,3.5,4.0,B1,1
scripted,3.4,8,12.0,2,1,3.5,2.0,2.5,8.0,B2,3
sculptors,2.84,9,6.502725000000007,2,1,3.2,3.8,3.5,8.5,B2,1
seaplanes,2.05,9,11.51412500000001,3,1,3.0,4.2,4.5,8.5,B2,1
seaplanes,2.05,9,11.51412500000001,3,1,3.0,4.2,4.5,8.5,B2,1
seasons,4.52,7,4.5714285714286085,2,0,4.5,3.5,4.0,4.0,A1,1
sectors,4.07,7,5.0,2,0,3.5,2.5,2.0,8.0,B2,3
sects,3.14,5,8.41221666666663,1,1,3.5,3.0,2.5,12.0,B2,3
secured,4.23,7,9.233333333333244,2,0,3.5,2.5,2.0,8.0,B2,3
seeking,4.58,7,4.0,2,1,3.5,2.0,2.5,4.0,B2,3
seeking,4.58,7,4.0,2,1,4.0,2.0,2.5,5.0,B2,2
seeping,2.74,7,9.609925000000048,2,1,3.5,3.0,3.0,4.0,B2,1
seeping,2.74,7,9.609925000000048,2,1,3.0,2.5,2.0,4.0,B2,3
seized,4.03,6,5.0,2,1,3.0,2.5,2.0,8.0,B2,3
seized,4.03,6,5.0,2,1,3.0,2.5,2.0,8.0,B2,3
sentenced,4.09,9,5.893799999999999,3,1,3.5,2.0,2.5,8.0,B2,0
sentenced,4.09,9,5.893799999999999,3,1,3.5,2.0,2.0,8.0,B2,0
sentiments,3.55,10,12.0,3,1,3.5,2.0,2.5,8.0,B2,0
separated,4.3,9,7.9575,4,1,4.0,2.0,2.5,6.5,B1,5
sequences,3.85,9,10.0,3,1,3.0,2.0,2.5,8.0,B2,0
servers,4.05,7,6.6666666666666545,2,0,4.0,3.5,3.0,12.0,B1,3
servers,4.05,7,6.6666666666666545,2,0,4.0,3.0,2.5,12.0,B1,3
services,5.31,8,6.1,3,0,4.0,2.0,2.5,8.0,A2,5
setups,2.92,6,6.582100000000001,2,1,3.0,2.5,2.0,8.0,B2,3
setups,2.92,6,6.582100000000001,2,1,3.0,2.5,2.0,8.0,B2,3
sewed,2.89,5,11.96,2,1,3.5,3.8,3.7,7.0,A2,1
sewed,2.89,5,11.96,2,1,3.0,3.5,3.0,6.0,A2,1
shared,4.68,6,2.0,1,0,4.0,2.5,2.0,4.0,B1,2
shares,4.6,6,3.0,1,1,3.8,2.5,2.0,8.0,B1,3
shares,4.6,6,3.0,1,1,3.8,2.5,2.0,6.0,B2,3
shattered,3.75,9,4.0,3,1,3.0,3.5,4.0,8.0,B2,1
sheets,4.16,6,4.0,1,0,4.5,4.2,3.8,4.0,A1,4
shelled,3.08,7,5.950425000000027,2,1,3.0,3.5,3.2,6.0,B2,1
shells,3.93,6,6.56875,1,1,4.2,4.5,4.6,4.0,A1,4
shifting,3.98,8,4.245,2,1,3.8,2.3,2.5,7.5,B2,3
shifts,4.01,6,3.266666666666666,1,1,3.5,2.8,2.7,6.5,B2,1
shocked,4.27,7,7.096516666666654,2,0,4.0,2.0,3.0,5.0,B1,2
shooting,4.78,8,2.7,1,0,4.0,3.5,3.0,5.0,B1,2
shortlisting,1.64,12,12.436575000000005,3,1,3.0,2.5,2.0,12.0,C1,0
shots,4.63,5,4.0,1,0,4.0,3.0,3.5,5.0,B1,2
shots,4.63,5,4.0,1,0,4.0,3.5,3.0,5.0,B1,2
shouts,3.54,6,7.855,1,0,3.8,3.0,3.2,3.5,A1,2
siblings,4.05,8,4.0,2,1,4.5,3.5,3.0,4.0,B1,1
sighted,3.54,7,8.179999999999952,2,1,3.0,2.5,2.0,5.0,B2,3
sightings,3.28,9,8.1108,2,1,3.5,3.2,3.0,8.5,B2,1
signed,4.85,6,2.0,1,0,4.0,2.5,2.0,5.0,A2,2
signed,4.85,6,2.0,1,0,4.0,2.5,2.0,5.0,B1,2
significantly,4.54,13,8.72397499999997,4,1,4.0,2.0,2.0,8.0,B2,5
signing,4.4,7,6.6666666666666545,2,0,3.8,3.0,3.2,3.5,B1,1
signing,4.4,7,6.6666666666666545,2,0,3.5,3.0,3.0,4.0,B1,1
signings,3.33,8,7.871000000000045,2,1,3.0,2.5,2.0,8.0,B2,3
signings,3.33,8,7.871000000000045,2,1,3.0,2.5,2.0,8.0,B2,3
simplest,3.65,8,10.116025,2,0,4.0,2.5,2.0,6.0,A2,3
skidded,2.51,7,5.092424999999997,2,1,3.5,3.0,3.0,8.0,B2,1
skidded,2.51,7,5.092424999999997,2,1,3.5,3.0,2.5,8.0,B2,1
slamming,3.35,8,7.900000000000055,2,1,3.5,3.2,3.0,6.0,B2,1
slamming,3.35,8,7.900000000000055,2,1,3.8,3.2,3.0,6.5,B2,1
sliding,3.87,7,6.045,2,0,3.8,3.5,3.6,4.0,B2,1
slightest,3.77,9,8.648974999999997,2,1,3.0,1.5,1.5,7.0,B2,3
slumped,3.03,7,10.386666666666736,2,1,3.0,2.5,2.8,8.0,B2,3
slumped,3.03,7,10.386666666666736,2,1,3.0,2.5,2.0,8.0,B2,3
smartphone,4.06,10,6.4,2,0,4.8,4.5,4.2,12.0,B1,1
smartphone,4.06,10,6.4,2,0,4.8,4.5,4.2,12.0,B1,1
smartphones,3.69,11,11.458975000000008,3,0,4.8,4.5,4.2,12.0,B1,1
smashed,3.84,7,2.0,2,1,3.5,3.0,3.0,5.0,B2,1
smuggling,3.54,9,8.684231249999993,2,1,3.0,2.5,2.0,12.0,B2,3
smuggling,3.54,9,8.684231249999993,2,1,3.2,2.3,2.0,10.5,B2,3
snapped,3.81,7,8.0,2,1,3.5,3.0,3.0,5.0,B2,1
snapped,3.81,7,8.0,2,1,3.5,3.0,3.0,4.0,B1,1
snipers,3.25,7,14.0,2,1,3.5,4.5,4.0,10.0,B2,1
solutions,4.5,9,6.0,3,0,4.0,2.5,2.8,8.0,B1,5
sonatas,2.58,7,8.539900000000008,3,1,3.0,2.5,2.8,12.0,B2,3
sorted,3.83,6,7.50027380952381,2,1,3.5,2.0,2.0,8.0,B1,3
sorted,3.83,6,7.50027380952381,2,1,3.5,2.0,2.5,7.0,B1,3
sources,4.84,7,2.0,2,1,3.0,2.5,2.0,8.0,B1,3
sources,4.84,7,2.0,2,1,3.0,2.5,2.0,8.0,B1,3
spamming,3.23,8,4.0,2,1,3.0,1.5,1.5,12.0,B2,0
sparking,3.08,8,13.06000000000005,2,1,3.0,2.5,2.8,8.0,B2,3
specifies,3.24,9,9.338283333333292,3,0,3.5,2.0,2.0,8.0,B2,0
spectrophotometer,2.05,17,11.057325,6,1,2.0,2.5,2.0,15.0,C1,0
spectrophotometer,2.05,17,11.057325,6,1,2.0,2.5,2.0,15.0,C1,0
spelled,3.79,7,2.9033333333333338,2,1,3.5,2.0,2.0,6.0,A2,3
sphagnum,2.26,8,8.942850000000002,2,0,2.0,3.5,3.0,12.0,C1,1
spilled,3.63,7,7.333333333333358,2,1,4.2,3.5,3.8,4.0,A2,1
spokesperson,3.64,12,10.5,4,1,3.8,2.5,2.0,8.0,B2,0
spokesperson,3.64,12,10.5,4,1,4.0,2.5,2.0,8.5,B2,0
spokeswoman,3.12,11,12.25,4,1,3.5,3.0,3.0,8.0,B2,0
spokeswoman,3.12,11,12.25,4,1,4.0,3.0,3.5,8.0,B2,0
sponsorship,3.72,11,13.37,3,1,3.5,2.0,2.5,10.0,B2,0
sponsorship,3.72,11,13.37,3,1,3.5,2.0,2.5,10.0,B2,0
spores,3.26,6,9.9872875,2,1,2.5,3.5,3.0,10.0,B2,1
spores,3.26,6,9.9872875,2,1,2.5,3.5,3.0,10.0,B2,1
sported,2.73,7,8.881325000000055,2,1,3.0,2.0,2.5,8.0,B2,3
sported,2.73,7,8.881325000000055,2,1,3.0,2.0,2.5,8.0,B2,3
spreading,4.19,9,4.0,2,1,3.5,2.5,2.0,5.0,B2,3
spreading,4.19,9,4.0,2,1,3.5,2.5,2.0,5.0,B2,3
stabbing,3.58,8,6.6666666666666545,2,1,3.5,4.2,4.0,8.0,B2,1
staffed,3.35,7,7.590000000000023,2,1,3.5,2.5,2.0,8.0,B2,3
staged,3.83,6,7.50027380952381,2,1,3.0,2.5,2.0,8.0,B2,3
stalking,3.64,8,10.002691666666667,2,1,3.5,2.0,2.5,12.0,B2,3
stalking,3.64,8,10.002691666666667,2,1,3.5,2.0,2.5,12.0,B2,3
stalks,3.16,6,6.385,1,1,3.0,3.5,3.0,6.0,B2,1
stalled,3.37,7,8.0,2,1,3.0,2.5,2.0,8.0,B2,3
stalled,3.37,7,8.0,2,1,3.0,2.5,2.0,8.0,B2,3
standardized,3.64,12,10.42,4,1,3.5,2.0,2.0,12.0,B2,0
standoff,3.13,8,9.58,2,1,3.0,2.5,2.0,8.0,C1,3
starring,4.08,8,2.9175,2,0,3.5,2.0,2.5,6.0,B1,3
starved,3.47,7,7.52,2,1,3.5,3.0,3.0,5.0,B2,1
starved,3.47,7,7.52,2,1,3.0,2.5,3.5,6.0,B2,3
stationed,3.71,9,10.0,3,1,3.0,2.5,2.0,8.0,B2,0
stayed,4.53,6,2.0,1,1,4.0,2.0,2.5,3.5,A1,2
stealing,4.23,8,6.5514166666666656,2,1,4.0,2.0,2.5,5.0,B1,2
stealing,4.23,8,6.5514166666666656,2,1,4.0,2.0,2.5,5.0,B1,2
steered,3.13,7,8.601249999999967,2,1,3.0,2.5,2.0,8.0,B2,3
steered,3.13,7,8.601249999999967,2,1,3.0,2.5,2.0,8.0,B2,3
stemming,3.26,8,9.585,2,1,3.0,2.0,2.5,4.0,B2,3
stemming,3.26,8,9.585,2,1,2.5,2.0,1.5,4.0,B2,3
stencils,2.49,8,7.206912500000004,2,1,3.5,4.2,3.8,8.0,B2,1
stepped,4.2,7,3.92125,1,1,3.8,3.0,3.2,3.5,A2,1
stimulated,3.37,10,10.388049999999994,4,1,3.5,2.5,3.0,8.0,B2,0
stimulated,3.37,10,10.388049999999994,4,1,3.5,2.5,3.0,8.0,B2,0
stimulating,3.54,11,12.05,4,1,3.8,2.3,3.0,8.5,B2,0
stimulating,3.54,11,12.05,4,1,3.8,2.3,3.0,8.5,B2,0
stints,2.95,6,6.163025,1,1,3.0,2.5,2.0,8.0,B2,3
stormed,3.3,7,14.0,2,1,3.0,2.5,2.0,5.0,B2,3
stowaways,2.17,9,10.861925000000012,3,1,2.5,2.8,3.0,10.5,C1,1
stowaways,2.17,9,10.861925000000012,3,1,2.0,2.5,2.5,10.0,C1,0
strains,3.72,7,7.1574999999999935,1,1,3.0,2.5,2.0,8.0,B2,3
strains,3.72,7,7.1574999999999935,1,1,3.0,2.5,2.0,8.0,B2,3
strengthening,3.82,13,7.286650000000001,3,1,3.5,2.5,2.0,8.0,B2,0
stressed,4.18,8,6.0,2,1,4.5,2.0,3.0,7.0,B1,2
stressed,4.18,8,6.0,2,1,4.5,2.0,3.0,8.0,B1,2
strikes,4.25,7,3.5,2,0,4.0,3.2,3.5,6.5,B2,1
strikes,4.25,7,3.5,2,0,4.0,3.0,2.5,5.0,B2,2
stripped,3.84,8,4.0,2,1,3.0,2.5,2.0,7.0,B2,3
stripped,3.84,8,4.0,2,1,3.0,2.5,2.0,7.0,B2,3
stripping,3.52,9,8.228947916666662,2,1,3.0,2.5,2.0,8.0,B2,3
strongholds,2.95,11,7.287800000000013,2,1,3.0,3.5,3.5,10.0,C1,1
structurally,3.19,12,12.223183333333331,4,0,3.0,1.5,1.5,12.0,C1,0
struggling,4.33,10,5.973849999999999,2,1,4.0,2.0,2.5,5.0,B2,2
struggling,4.33,10,5.973849999999999,2,1,4.0,2.0,2.5,5.0,B2,2
stumps,3.12,6,6.21,1,1,3.5,4.2,3.8,7.5,B2,1
stumps,3.12,6,6.21,1,1,3.5,4.2,3.8,6.5,B2,1
stunned,3.68,7,2.0,2,1,3.5,2.0,2.5,6.5,B2,3
stylistic,3.14,9,11.58,3,0,3.0,2.0,2.5,12.0,C1,0
subjects,4.38,8,5.474583333333319,2,0,4.0,2.5,2.0,6.0,A1,2
subjects,4.38,8,5.474583333333319,2,0,4.0,2.5,2.0,5.0,A1,2
submitted,4.32,9,6.0,3,1,3.5,2.0,2.0,8.0,B2,0
submitted,4.32,9,6.0,3,1,3.5,2.0,2.0,8.0,B2,0
substances,3.93,10,6.0421000000000005,3,1,3.5,3.2,2.8,8.0,B2,0
substances,3.93,10,6.0421000000000005,3,1,3.5,3.2,2.8,8.0,B2,0
suburb,3.81,6,9.52,2,1,4.0,3.5,3.0,8.0,B1,1
