HIT_ID,Sentence,Start_Offset,End_Offset,Complex_Phrase,Native_Annotators,Non_Native_Annotators,Total_Annotators
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"If your server has been blocked as an open proxy , you will probably need to edit via another connection : in most cases , proxies are `` hard blocked '' , which prevents even logged-in users from using the connection to edit .",138,150,hard blocked,1,2,3
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"If your server has been blocked as an open proxy , you will probably need to edit via another connection : in most cases , proxies are `` hard blocked '' , which prevents even logged-in users from using the connection to edit .",176,185,logged-in,2,6,8
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"If your server has been blocked as an open proxy , you will probably need to edit via another connection : in most cases , proxies are `` hard blocked '' , which prevents even logged-in users from using the connection to edit .",207,217,connection,0,1,1
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Reviewing admins will usually defer to the blocking admin in a sockpuppetry-based block , especially if the sock account has minimal edits .",0,9,Reviewing,1,1,2
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Reviewing admins will usually defer to the blocking admin in a sockpuppetry-based block , especially if the sock account has minimal edits .",10,16,admins,2,0,2
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Reviewing admins will usually defer to the blocking admin in a sockpuppetry-based block , especially if the sock account has minimal edits .",30,35,defer,2,5,7
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Reviewing admins will usually defer to the blocking admin in a sockpuppetry-based block , especially if the sock account has minimal edits .",63,81,sockpuppetry-based,8,7,15
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Reviewing admins will usually defer to the blocking admin in a sockpuppetry-based block , especially if the sock account has minimal edits .",63,87,sockpuppetry-based block,2,6,8
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Reviewing admins will usually defer to the blocking admin in a sockpuppetry-based block , especially if the sock account has minimal edits .",108,120,sock account,0,2,2
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Reviewing admins will usually defer to the blocking admin in a sockpuppetry-based block , especially if the sock account has minimal edits .",125,132,minimal,1,0,1
3KTZHH2ONIGHEHSIJRDM0ESX9S48MS,"Reviewing admins will usually defer to the blocking admin in a sockpuppetry-based block , especially if the sock account has minimal edits .",125,138,minimal edits,0,1,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"ACF Fiorentina , commonly referred to as simply Fiorentina , is a professional Italian football club from Florence , Tuscany .",0,3,ACF,0,1,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"ACF Fiorentina , commonly referred to as simply Fiorentina , is a professional Italian football club from Florence , Tuscany .",0,14,ACF Fiorentina,1,0,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"ACF Fiorentina , commonly referred to as simply Fiorentina , is a professional Italian football club from Florence , Tuscany .",26,34,referred,3,3,6
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"ACF Fiorentina , commonly referred to as simply Fiorentina , is a professional Italian football club from Florence , Tuscany .",48,58,Fiorentina,1,0,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"ACF Fiorentina , commonly referred to as simply Fiorentina , is a professional Italian football club from Florence , Tuscany .",66,78,professional,2,6,8
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina have won two Italian Championships , in 1955-56 and again in 1968-69 , as well as winning six Coppa Italia trophies and one Italian Super Cup .",32,45,Championships,1,2,3
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina have won two Italian Championships , in 1955-56 and again in 1968-69 , as well as winning six Coppa Italia trophies and one Italian Super Cup .",105,110,Coppa,0,1,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina have won two Italian Championships , in 1955-56 and again in 1968-69 , as well as winning six Coppa Italia trophies and one Italian Super Cup .",105,117,Coppa Italia,3,0,3
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina have won two Italian Championships , in 1955-56 and again in 1968-69 , as well as winning six Coppa Italia trophies and one Italian Super Cup .",118,126,trophies,3,3,6
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina are known widely by the nickname Viola , a reference to their distinctive purple colors .",0,10,Fiorentina,0,1,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina are known widely by the nickname Viola , a reference to their distinctive purple colors .",21,27,widely,1,4,5
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina are known widely by the nickname Viola , a reference to their distinctive purple colors .",35,43,nickname,3,5,8
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina are known widely by the nickname Viola , a reference to their distinctive purple colors .",54,63,reference,5,0,5
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina are known widely by the nickname Viola , a reference to their distinctive purple colors .",73,84,distinctive,9,8,17
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"Fiorentina are known widely by the nickname Viola , a reference to their distinctive purple colors .",85,91,purple,1,1,2
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,A1 Grand Prix ( A1GP ) was a ` single make ' open-wheel auto racing series .,3,13,Grand Prix,1,0,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,A1 Grand Prix ( A1GP ) was a ` single make ' open-wheel auto racing series .,31,42,single make,1,3,4
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,A1 Grand Prix ( A1GP ) was a ` single make ' open-wheel auto racing series .,45,55,open-wheel,3,7,10
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,A1 Grand Prix ( A1GP ) was a ` single make ' open-wheel auto racing series .,68,74,series,1,1,2
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",7,13,unique,3,2,5
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",35,46,competitors,6,3,9
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",47,53,solely,3,8,11
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",54,65,represented,4,1,5
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",82,89,opposed,2,0,2
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",120,132,usual format,0,1,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",126,132,format,2,1,3
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",141,148,formula,2,0,2
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",141,155,formula racing,0,1,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"It was unique in its field in that competitors solely represented their nation as opposed to themselves or a team , the usual format in most formula racing series .",141,162,formula racing series,1,1,2
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"The nation-based A1GP concept was founded by Sheikh Maktoum Hasher Maktoum Al Maktoum of Dubai , initially in 2003 .",4,16,nation-based,2,3,5
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"The nation-based A1GP concept was founded by Sheikh Maktoum Hasher Maktoum Al Maktoum of Dubai , initially in 2003 .",22,29,concept,4,2,6
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"The nation-based A1GP concept was founded by Sheikh Maktoum Hasher Maktoum Al Maktoum of Dubai , initially in 2003 .",52,59,Maktoum,0,1,1
3I01FDIL6M93O8KGQH5I7XS0EEKD2C,"The nation-based A1GP concept was founded by Sheikh Maktoum Hasher Maktoum Al Maktoum of Dubai , initially in 2003 .",97,106,initially,2,1,3
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",4,12,spectrum,10,10,20
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",20,29,companion,3,1,4
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",55,64,enigmatic,10,10,20
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",87,95,features,0,1,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",96,104,expected,1,0,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",110,118,low-mass,5,1,6
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",110,133,low-mass red dwarf star,0,1,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",119,128,red dwarf,1,0,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",119,133,red dwarf star,0,1,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",123,128,dwarf,4,6,10
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,"The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .",123,133,dwarf star,0,2,2
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,The difference between a very-low-mass brown dwarf and a giant planet ( ~ 13 Jupiter masses ) has been recently debated .,25,38,very-low-mass,2,0,2
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,The difference between a very-low-mass brown dwarf and a giant planet ( ~ 13 Jupiter masses ) has been recently debated .,25,50,very-low-mass brown dwarf,1,0,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,The difference between a very-low-mass brown dwarf and a giant planet ( ~ 13 Jupiter masses ) has been recently debated .,39,50,brown dwarf,0,1,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,The difference between a very-low-mass brown dwarf and a giant planet ( ~ 13 Jupiter masses ) has been recently debated .,45,50,dwarf,1,1,2
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,The difference between a very-low-mass brown dwarf and a giant planet ( ~ 13 Jupiter masses ) has been recently debated .,63,69,planet,0,1,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,The difference between a very-low-mass brown dwarf and a giant planet ( ~ 13 Jupiter masses ) has been recently debated .,112,119,debated,5,5,10
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .,6,14,theories,6,1,7
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .,6,25,theories concerning,1,0,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .,15,25,concerning,0,1,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .,44,55,lowest-mass,0,2,2
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .,70,86,hydrogen-burning,6,3,9
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .,70,92,hydrogen-burning limit,1,0,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .,93,102,suggested,0,1,1
34ZTTGSNJXP1S7R3EOE9U051MCRHQ3,Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .,110,129,Population I object,1,0,1
