,word,complex_percentage,length,frequency,aoa,Familiarity,Concreteness
4995,statistics,3.3333333333333335,10,4.6,,0.0,0.0
4996,statuette,100.0,9,2.61,13.62,0.0,0.0
4997,status,15.0,6,4.87,11.63,0.0,0.0
4998,stay,5.0,4,5.33,4.22,573.0,329.0
4999,stayed,20.0,6,4.53,,0.0,0.0
5000,staying,10.0,7,4.55,,0.0,0.0
5001,steady,16.666666666666668,6,4.31,6.7,606.0,0.0
5002,stealing,25.0,8,4.23,,0.0,0.0
5003,steep,31.428571428571427,5,3.99,8.0,0.0,0.0
5004,steeply,40.0,7,2.93,,0.0,0.0
5005,steered,90.0,7,3.13,,0.0,0.0
5006,stein,0.0,5,3.65,,0.0,0.0
5007,stellar,28.0,7,3.76,11.53,0.0,0.0
5008,stemming,50.0,8,3.26,,0.0,0.0
5010,stencils,100.0,8,2.49,,0.0,0.0
5011,step,10.0,4,5.13,4.11,578.0,508.0
5012,stepped,35.0,7,4.2,,0.0,0.0
5013,steps,10.0,5,4.73,3.67,0.0,0.0
5015,stigmatize,33.333333333333336,10,2.22,,0.0,0.0
5017,stimulated,27.5,10,3.37,,0.0,0.0
5018,stimulating,20.0,11,3.54,12.05,0.0,0.0
5019,stimulation,33.333333333333336,11,3.7,8.63,0.0,0.0
5020,stint,50.0,5,3.61,13.06,0.0,0.0
5021,stints,80.0,6,2.95,,0.0,0.0
5022,stock,5.0,5,4.93,9.22,0.0,0.0
5025,stocks,12.0,6,4.28,,0.0,0.0
5026,stood,13.333333333333334,5,4.57,,0.0,0.0
5027,storage,20.0,7,4.57,7.56,0.0,0.0
5028,stormed,70.0,7,3.3,,0.0,0.0
5029,story,10.0,5,5.45,3.89,578.0,427.0
5030,stowaways,43.333333333333336,9,2.17,,0.0,0.0
5031,strain,25.0,6,4.15,8.63,533.0,338.0
5032,strained,60.0,8,3.53,,0.0,0.0
5033,strains,25.0,7,3.72,,0.0,0.0
5034,strait,3.3333333333333335,6,3.6,11.11,0.0,0.0
5035,strand,18.0,6,3.68,8.39,500.0,442.0
5036,strategic,32.25806451612903,9,4.43,11.05,0.0,0.0
5037,strategy,17.5,8,4.74,8.5,0.0,0.0
5038,straw,30.0,5,3.99,4.22,508.0,603.0
5039,street,10.0,6,5.28,4.58,602.0,579.0
5040,strength,10.0,8,4.8,6.21,573.0,339.0
5041,strengthen,10.0,10,4.04,9.7,537.0,0.0
5042,strengthening,40.0,13,3.82,,0.0,0.0
5043,stressed,40.0,8,4.18,,0.0,0.0
5044,stretch,20.0,7,4.35,5.47,0.0,0.0
5045,strict,10.0,6,4.23,7.56,551.0,0.0
5046,strike,13.333333333333334,6,4.66,7.75,0.0,0.0
5047,strikes,12.5,7,4.25,,0.0,0.0
5048,striking,10.0,8,4.2,,0.0,0.0
5049,string,10.0,6,4.4,4.94,566.0,570.0
5050,stripes,13.333333333333334,7,3.76,,0.0,0.0
5051,stripped,30.0,8,3.84,,0.0,0.0
5052,stripping,70.0,9,3.52,,0.0,0.0
5053,stroke,20.0,6,4.27,9.24,511.0,463.0
5054,strong,0.0,6,5.22,4.58,603.0,0.0
5055,stronghold,54.0,10,3.42,9.78,0.0,0.0
5056,strongholds,50.0,11,2.95,,0.0,0.0
5057,strongly,0.0,8,4.47,,0.0,0.0
5058,struck,14.444444444444445,6,4.42,,0.0,0.0
5059,structurally,10.0,12,3.19,,0.0,0.0
5060,structure,13.75,9,4.84,9.45,0.0,0.0
5062,struggle,20.0,8,4.62,9.8,0.0,0.0
5063,struggling,40.0,10,4.33,,0.0,0.0
5064,student,0.0,7,5.02,5.94,632.0,549.0
5065,studios,10.0,7,4.1,,0.0,0.0
5066,stuff,25.0,5,5.14,5.0,0.0,0.0
5067,stuffing,30.833333333333332,8,3.47,,0.0,0.0
5068,stumps,25.0,6,3.12,,0.0,0.0
5069,stunned,55.0,7,3.68,,0.0,0.0
5070,style,5.0,5,5.11,7.58,555.0,344.0
5071,stylistic,13.333333333333334,9,3.14,11.58,0.0,0.0
5073,subject,0.0,7,4.96,7.3,590.0,406.0
5074,subjected,20.0,9,3.86,,0.0,0.0
5075,subjects,10.0,8,4.38,,0.0,0.0
5076,submitted,20.0,9,4.32,,0.0,0.0
5077,subsequent,56.666666666666664,10,4.39,13.05,0.0,0.0
5078,subsequently,58.333333333333336,12,4.23,,0.0,0.0
5079,substances,40.0,10,3.93,,0.0,0.0
5080,substantially,50.0,13,3.96,,0.0,0.0
5082,substitution,15.0,12,3.41,8.85,0.0,0.0
5083,suburb,30.0,6,3.81,9.52,0.0,0.0
5084,suburbs,40.0,7,3.96,,0.0,0.0
5085,subversive,45.0,10,3.21,13.81,0.0,0.0
5086,succeed,5.0,7,4.29,8.16,591.0,304.0
5087,succeeded,60.0,9,4.14,,0.0,0.0
5088,success,6.666666666666667,7,5.06,9.25,568.0,295.0
5089,successes,10.0,9,3.75,,0.0,0.0
5090,successful,10.0,10,4.94,8.56,0.0,0.0
5091,successive,28.88888888888889,10,3.85,11.89,0.0,0.0
5092,successor,40.0,9,3.99,12.24,0.0,0.0
5093,suction,35.0,7,3.36,9.42,0.0,0.0
5094,sudden,10.0,6,4.4,,575.0,0.0
5095,suffered,16.25,8,4.52,,0.0,0.0
5096,suffering,20.0,9,4.53,,0.0,0.0
5097,suffocated,80.0,10,2.87,,0.0,0.0
5099,suggested,17.0,9,4.68,,0.0,0.0
5100,suggestion,40.0,10,4.23,9.89,567.0,333.0
5101,suicide,11.904761904761903,7,4.62,10.16,0.0,0.0
5102,suitable,10.0,8,4.38,9.78,0.0,0.0
5103,suite,6.0,5,4.18,9.37,453.0,534.0
5105,sultans,10.0,7,2.47,,0.0,0.0
5107,summer,5.0,6,5.23,4.33,612.0,439.0
5108,summit,27.5,6,4.3,10.11,400.0,0.0
5109,summoned,55.0,8,3.76,,0.0,0.0
5110,summonsed,100.0,9,1.44,,0.0,0.0
5112,sung,10.0,4,3.91,,0.0,0.0
5115,supervision,15.0,11,3.94,8.9,0.0,0.0
5116,supplies,10.0,8,4.48,,0.0,0.0
5117,supply,3.3333333333333335,6,4.81,8.73,534.0,368.0
5118,support,5.0,7,5.53,8.53,556.0,0.0
5119,supported,10.0,9,4.68,,0.0,0.0
5120,supporters,3.3333333333333335,10,4.46,,0.0,0.0
5121,supporting,12.0,10,4.71,,0.0,0.0
5122,supportive,30.0,10,4.05,9.56,0.0,0.0
5123,supposed,10.0,8,4.91,8.67,0.0,0.0
5124,supreme,0.0,7,4.69,8.47,0.0,0.0
5126,surface,14.0,7,4.83,8.86,573.0,447.0
5127,surge,23.333333333333332,5,3.82,9.82,0.0,0.0
5128,surged,40.0,6,3.0,,0.0,0.0
5129,surgery,17.5,7,4.63,7.68,0.0,0.0
5130,surpassed,70.0,9,3.62,,0.0,0.0
5131,surprise,3.3333333333333335,8,4.75,5.47,583.0,326.0
5132,surround,10.0,8,3.79,8.05,0.0,0.0
5133,surrounded,20.0,10,4.36,,0.0,0.0
5134,surroundings,40.0,12,3.79,7.28,0.0,0.0
5135,surveillance,25.081967213114755,12,4.17,11.33,0.0,0.0
5136,survival,20.0,8,4.37,8.47,0.0,0.0
5137,survivors,20.0,9,4.1,,0.0,0.0
5138,suspect,16.666666666666668,7,4.51,8.58,488.0,379.0
5139,suspected,15.714285714285714,9,4.15,,0.0,0.0
5140,suspects,16.666666666666668,8,3.94,,0.0,0.0
5141,suspicion,32.1875,9,3.97,10.21,470.0,265.0
5142,suspicious,50.0,10,4.09,7.56,523.0,0.0
5143,suspiciously,26.0,12,3.08,,0.0,0.0
5144,sustained,26.52173913043478,9,4.19,,0.0,0.0
5147,swarmed,100.0,7,2.83,,0.0,0.0
5148,swat,15.0,4,3.46,7.25,0.0,0.0
5149,sweat,6.666666666666667,5,4.14,7.26,545.0,569.0
5151,sweeping,50.0,8,3.79,,0.0,0.0
5152,swipe,100.0,5,3.58,9.63,0.0,0.0
5153,switch,20.0,6,4.6,4.78,0.0,0.0
5154,switched,23.333333333333332,8,4.14,,0.0,0.0
5155,swollen,57.5,7,3.57,,0.0,0.0
5156,symbolic,27.5,8,3.86,10.37,0.0,0.0
5157,symbolism,34.0,9,3.46,10.74,529.0,273.0
5158,sympathies,35.0,10,3.23,,0.0,0.0
5159,sympathy,30.0,8,4.01,8.79,501.0,278.0
5160,symphonic,35.0,9,2.84,13.47,0.0,0.0
5161,symphonies,15.0,10,2.79,,0.0,0.0
5162,symphony,23.333333333333332,8,3.77,8.33,0.0,0.0
5163,synapses,100.0,8,2.83,,,
5168,system,7.857142857142857,6,5.56,9.9,588.0,356.0
5169,systemic,28.0,8,3.74,14.26,0.0,0.0
5170,systems,5.0,7,5.07,,0.0,0.0
5175,table,0.0,5,5.05,4.39,599.0,604.0
5176,tackle,52.0,6,4.15,9.3,0.0,0.0
5177,tackled,90.0,7,3.35,,0.0,0.0
5178,tactic,30.0,6,3.71,11.0,0.0,0.0
5179,tactics,35.0,7,4.17,,0.0,0.0
5180,tag,20.0,3,4.44,5.0,0.0,0.0
5181,tail,15.0,4,4.34,3.7,533.0,613.0
5182,tailored,100.0,8,3.56,,0.0,0.0
5183,take,10.0,4,5.92,4.37,555.0,332.0
5185,taken,3.3333333333333335,5,5.33,,0.0,0.0
5186,taking,0.0,6,5.39,,0.0,0.0
5189,talk,0.0,4,5.42,3.68,613.0,422.0
5190,talks,6.666666666666667,5,4.61,,0.0,0.0
5192,tallest,10.0,7,3.5,,0.0,0.0
5194,tanks,5.0,5,4.27,,0.0,0.0
5195,tanning,15.0,7,3.31,,0.0,0.0
5198,target,20.0,6,4.82,7.58,0.0,0.0
5199,targeted,20.0,8,4.22,,,
5200,targeting,25.0,9,3.99,,,
5201,targets,10.0,7,4.29,,0.0,0.0
5204,task,10.0,4,4.65,7.89,514.0,409.0
5205,tasked,10.0,6,3.53,,0.0,0.0
5207,taught,30.0,6,4.68,,0.0,0.0
5208,tax,6.666666666666667,3,5.14,8.94,523.0,445.0
5209,team,7.857142857142857,4,5.67,6.0,538.0,492.0
5210,teammate,33.333333333333336,8,3.84,6.17,,
5211,teams,7.5,5,4.97,,0.0,0.0
5212,tear,15.0,4,4.35,4.89,555.0,504.0
5216,technical,13.846153846153848,9,4.75,10.5,0.0,0.0
5217,technically,10.0,11,4.1,,0.0,0.0
5218,technician,5.0,10,3.7,8.82,0.0,0.0
5219,technique,10.0,9,4.47,11.9,0.0,0.0
5220,technology,0.0,10,5.09,9.06,0.0,0.0
5221,teen,0.0,4,4.33,7.95,0.0,0.0
5222,teenage,55.0,7,4.14,6.94,0.0,0.0
5223,teenager,20.0,8,4.09,7.22,0.0,0.0
5224,teens,7.5,5,4.16,7.84,0.0,0.0
5225,teeth,10.0,5,4.58,,593.0,618.0
5228,telephone,0.0,9,4.41,4.63,605.0,619.0
5229,telescope,20.0,9,3.75,6.95,461.0,592.0
5230,televised,10.0,9,3.53,7.95,0.0,0.0
5231,television,2.5,10,4.79,4.11,0.0,0.0
5233,temperature,5.0,11,4.64,6.17,547.0,472.0
5234,temperatures,0.0,12,4.33,,0.0,0.0
5235,tenancy,10.0,7,3.07,14.41,0.0,0.0
5236,tens,10.0,4,3.89,,0.0,0.0
5237,tense,0.0,5,3.95,9.35,531.0,365.0
5238,tension,0.0,7,4.22,9.72,0.0,0.0
5239,tensions,6.666666666666667,8,3.78,,0.0,0.0
5240,tentacled,5.0,9,1.87,,,
5241,tentacles,50.0,9,3.2,,0.0,0.0
5242,tenth,10.0,5,3.92,,0.0,0.0
5243,tenure,70.0,6,3.93,15.79,304.0,345.0
5244,term,10.0,4,5.23,8.28,575.0,374.0
5245,termed,25.0,6,3.62,,0.0,0.0
5246,terminology,40.0,11,3.68,11.11,0.0,0.0
5247,termites,30.0,8,2.95,,0.0,0.0
5248,terms,8.0,5,5.1,,0.0,0.0
5249,terrace,10.0,7,3.88,9.89,0.0,0.0
5250,terrain,80.0,7,3.94,10.95,0.0,0.0
5251,terrible,30.0,8,4.71,5.56,605.0,0.0
5252,territorial,7.142857142857143,11,3.91,10.11,0.0,0.0
5253,territory,17.333333333333332,9,4.6,8.94,465.0,459.0
5254,terror,6.666666666666667,6,4.26,8.79,495.0,326.0
5255,terrorist,10.0,9,4.35,12.76,0.0,0.0
5256,terrorists,30.0,10,4.2,,0.0,0.0
5257,testing,0.0,7,4.67,,0.0,0.0
5258,tests,10.0,5,4.67,,0.0,0.0
5260,tether,60.0,6,2.96,10.67,0.0,0.0
5261,text,8.88888888888889,4,5.01,7.78,511.0,498.0
5262,texted,60.0,6,3.45,,,
5267,thaw,35.0,4,3.18,8.11,492.0,368.0
5268,theater,13.333333333333334,7,4.35,6.94,,
5272,theories,8.181818181818182,8,4.22,,0.0,0.0
5273,theory,0.0,6,4.88,9.37,534.0,287.0
5274,therapy,25.0,7,4.52,12.0,0.0,0.0
5275,thereby,10.0,7,4.03,,0.0,0.0
5278,thermonuclear,35.0,13,2.67,14.71,,
5282,things,10.0,6,5.74,,0.0,0.0
5283,think,0.0,5,6.08,4.75,612.0,346.0
5284,third,4.0,5,5.32,,0.0,0.0
5287,thoroughfares,100.0,13,2.58,,0.0,0.0
5289,thought,6.666666666666667,7,5.59,,603.0,274.0
5290,thoughts,0.0,8,4.75,,0.0,0.0
5291,thousand,0.0,8,4.64,6.6,0.0,0.0
5293,thousands,4.285714285714286,9,4.77,,0.0,0.0
5294,threat,18.571428571428573,6,4.6,7.14,524.0,335.0
5295,threaten,40.0,8,3.94,8.95,0.0,0.0
5296,threatened,56.666666666666664,10,4.36,,0.0,0.0
5297,threatening,45.0,11,4.19,,0.0,0.0
5298,threatens,35.0,9,3.75,,0.0,0.0
5299,threats,20.0,7,4.28,,0.0,0.0
5301,threshold,16.666666666666668,9,4.03,11.9,0.0,0.0
5302,threw,20.0,5,4.46,,557.0,333.0
5303,thrillers,30.0,9,2.97,,0.0,0.0
5304,throne,10.0,6,4.11,7.28,0.0,0.0
5305,throttle,50.0,8,3.47,10.61,0.0,0.0
5306,throughout,24.0,10,4.99,,0.0,0.0
5307,throwing,10.0,8,4.4,,0.0,0.0
5308,thrown,20.0,6,4.4,,0.0,0.0
5310,thus,10.0,4,4.91,,507.0,197.0
5311,thymine,10.0,7,2.01,15.0,,
5313,tide,15.384615384615383,4,4.05,6.68,504.0,516.0
5316,tier,6.666666666666667,4,4.16,12.22,0.0,0.0
5317,ties,10.0,4,4.35,,0.0,0.0
5319,tightened,40.0,9,3.29,,0.0,0.0
5320,tightening,20.0,10,3.3,,0.0,0.0
5322,time,7.5,4,6.29,5.16,604.0,343.0
5323,timeline,40.0,8,4.15,,,
5324,times,5.0,5,5.56,6.7,0.0,0.0
5325,timpani,90.0,7,2.19,10.64,0.0,0.0
5326,tiring,17.5,6,3.37,7.55,0.0,0.0
5327,title,20.0,5,5.1,6.32,523.0,384.0
5328,titles,10.0,6,4.41,,0.0,0.0
5329,tobacco,0.0,7,4.19,7.39,558.0,609.0
5330,together,6.666666666666667,8,5.46,,603.0,0.0
5331,token,10.0,5,3.82,7.58,473.0,467.0
5332,toll,14.444444444444445,4,4.08,8.37,485.0,424.0
5334,tomorrow,10.0,8,5.02,,0.0,0.0
5335,tone,13.333333333333334,4,4.49,7.67,0.0,0.0
5336,tonnes,0.0,6,3.72,,0.0,0.0
5337,took,20.0,4,5.51,,0.0,0.0
5338,tool,0.0,4,4.56,5.37,532.0,570.0
5339,tools,10.0,5,4.59,,0.0,0.0
5343,topped,70.0,6,3.92,,473.0,0.0
5344,topple,100.0,6,2.95,7.37,0.0,0.0
5345,torching,32.5,8,2.42,,,
5346,tore,17.5,4,3.71,,0.0,0.0
5349,torture,33.333333333333336,7,4.15,10.7,471.0,437.0
5350,tortured,60.0,8,3.78,,0.0,0.0
5351,tossed,45.0,6,3.75,,0.0,0.0
5352,total,0.0,5,5.21,6.83,0.0,0.0
5353,touch,10.0,5,4.91,5.16,590.0,417.0
5354,touched,20.0,7,4.3,,0.0,0.0
5355,tough,10.0,5,4.77,5.47,534.0,404.0
5356,tour,0.0,4,4.99,7.17,0.0,0.0
5357,tourism,0.0,7,4.28,9.53,0.0,0.0
5358,tourists,10.0,8,4.06,,0.0,0.0
5359,tournaments,40.0,11,3.84,,0.0,0.0
5360,touted,60.0,6,3.19,,0.0,0.0
5361,towards,6.666666666666667,7,5.06,,0.0,0.0
5362,towel,10.0,5,3.94,3.22,570.0,0.0
5363,town,3.3333333333333335,4,5.24,5.11,589.0,556.0
5364,toxic,30.0,5,4.24,9.06,0.0,0.0
5365,toxins,60.0,6,3.5,,0.0,0.0
5366,trace,20.0,5,4.19,6.84,531.0,371.0
5367,tracery,50.0,7,2.26,11.62,0.0,0.0
5368,track,10.0,5,5.02,6.94,514.0,547.0
5369,trackers,15.0,8,3.1,,0.0,0.0
5370,tractor,0.0,7,3.78,5.5,518.0,590.0
5371,trade,10.0,5,5.12,6.42,537.0,0.0
5372,traders,10.0,7,3.95,,0.0,0.0
5373,trading,3.3333333333333335,7,4.63,,0.0,0.0
5374,tradition,0.0,9,4.5,8.05,526.0,291.0
5375,traditional,12.0,11,4.84,10.0,0.0,0.0
5376,traditionally,30.0,13,4.06,,0.0,0.0
5377,traffickers,40.0,11,3.01,,0.0,0.0
5378,tragedy,51.0,7,4.14,10.21,521.0,331.0
5379,tragic,30.0,6,4.08,8.37,0.0,0.0
5380,tragically,45.0,10,3.26,,0.0,0.0
5381,training,30.0,8,5.18,8.5,0.0,0.0
5382,traitor,40.0,7,3.69,9.44,467.0,467.0
5383,trans,15.0,5,4.41,,,
5384,transaction,10.0,11,4.21,11.2,0.0,0.0
5385,transcribed,35.0,11,3.16,,0.0,0.0
5386,transcript,7.5,10,3.7,13.53,0.0,0.0
5387,transcription,13.333333333333334,13,3.54,12.47,0.0,0.0
5388,transferred,30.0,11,4.36,,0.0,0.0
5389,transforming,50.0,12,3.65,,0.0,0.0
5390,transition,70.0,10,4.46,10.39,0.0,0.0
5391,transitional,10.0,12,3.64,12.21,0.0,0.0
5392,transparency,42.5,12,3.9,11.0,0.0,0.0
5393,transport,0.0,9,4.68,10.38,0.0,0.0
5394,transported,20.0,11,3.88,,0.0,0.0
5395,trapping,40.0,8,3.38,,0.0,0.0
5396,trash,10.0,5,4.42,4.47,541.0,588.0
5397,trauma,26.666666666666668,6,4.14,9.72,0.0,0.0
5399,travel,5.0,6,5.0,5.9,550.0,402.0
5400,traveled,10.0,8,4.06,,0.0,0.0
5402,treated,0.0,7,4.71,,0.0,0.0
5403,treatment,10.0,9,5.01,8.11,529.0,343.0
5404,treaty,26.0,6,4.31,9.84,372.0,361.0
5406,tree,10.0,4,4.85,3.57,613.0,604.0
5409,trees,10.0,5,4.69,,0.0,0.0
5410,trematodes,30.0,10,1.66,,,
5411,trend,20.0,5,4.51,10.84,503.0,328.0
5412,trending,30.0,8,3.62,,0.0,0.0
5413,trial,10.0,5,4.87,9.16,509.0,446.0
5414,tribunal,25.0,8,3.88,13.59,0.0,0.0
5415,tributaries,50.0,11,3.15,,0.0,0.0
5416,tributes,80.0,8,3.27,,0.0,0.0
5417,tried,5.0,5,5.16,,597.0,0.0
5419,triggered,50.0,9,3.99,,0.0,0.0
5420,triggering,20.0,10,3.48,,0.0,0.0
5421,trillion,0.0,8,3.79,8.94,0.0,0.0
5422,trilogy,10.0,7,3.86,10.7,0.0,0.0
5423,trim,20.0,4,3.89,6.95,456.0,388.0
5424,trip,10.0,4,4.9,4.22,559.0,448.0
5427,troop,5.555555555555555,5,3.69,8.35,470.0,509.0
5428,troops,10.0,6,4.64,,0.0,0.0
5429,trophies,45.0,8,3.67,,0.0,0.0
5430,trophy,10.0,6,4.17,5.55,0.0,0.0
5431,tropical,35.0,8,4.18,9.05,0.0,0.0
5432,trouble,10.0,7,4.79,4.56,590.0,310.0
5433,troubled,12.857142857142858,8,3.91,7.21,0.0,0.0
5434,trove,50.0,5,3.04,14.45,0.0,0.0
5436,truce,32.5,5,3.52,8.8,386.0,335.0
5437,true,10.0,4,5.4,,605.0,269.0
5438,trump,10.0,5,4.93,11.23,0.0,0.0
5439,trust,3.3333333333333335,5,5.13,6.55,548.0,300.0
5440,truthful,10.0,8,3.42,6.28,0.0,0.0
5443,tuberculosis,0.0,12,3.58,12.11,461.0,519.0
5444,tumbled,70.0,7,3.01,,0.0,0.0
5446,tunnel,20.0,6,4.24,5.89,541.0,555.0
5448,turned,13.333333333333334,6,5.09,,0.0,0.0
5449,turning,20.0,7,4.71,,0.0,0.0
5450,tusks,65.0,5,2.8,,0.0,0.0
5452,tweeted,30.0,7,4.09,,0.0,0.0
5453,twentieth,10.0,9,3.8,,0.0,0.0
5454,twenty,10.0,6,4.65,,0.0,0.0
5456,twice,5.0,5,4.84,,0.0,0.0
5457,twin,20.0,4,4.34,6.06,0.0,0.0
5458,twitter,5.0,7,4.83,18.14,0.0,0.0
5459,two,0.0,3,6.1,,596.0,383.0
5460,typically,10.0,9,4.62,,0.0,0.0
5470,unable,10.0,6,4.61,7.78,0.0,0.0
5471,unacceptable,30.0,12,3.87,9.94,0.0,0.0
5472,unalloyed,65.0,9,2.03,16.5,0.0,0.0
5473,unannounced,25.714285714285715,11,3.05,8.9,0.0,0.0
5474,unanswered,50.0,10,3.31,7.94,0.0,0.0
5475,unauthorized,57.5,12,3.57,10.28,0.0,0.0
5476,unblock,25.0,7,2.72,9.05,,
5477,unblocked,20.0,9,2.59,9.61,,
5478,uncertain,17.5,9,3.99,8.37,0.0,0.0
5479,uncertainty,35.0,11,4.03,12.25,451.0,237.0
5480,unchanged,10.0,9,3.74,8.47,0.0,0.0
5481,uncle,0.0,5,4.45,4.47,557.0,580.0
5482,unconditionally,37.5,15,3.16,,0.0,0.0
5484,undergo,20.0,7,3.81,10.89,0.0,0.0
5485,undergoing,10.0,10,3.71,,0.0,0.0
5486,undergone,25.0,9,3.58,,0.0,0.0
5487,underground,15.0,11,4.32,7.37,0.0,0.0
5488,underlying,26.666666666666668,10,4.17,12.1,0.0,0.0
5489,undermine,20.0,9,3.65,12.47,0.0,0.0
5490,undermined,25.0,10,3.32,,0.0,0.0
5491,undermines,80.0,10,3.13,,0.0,0.0
5492,underneath,30.0,10,4.08,,0.0,0.0
5493,underscore,100.0,10,2.97,12.21,0.0,0.0
5494,underscores,100.0,11,2.92,,0.0,0.0
5495,undersecretary,10.0,14,2.82,15.0,0.0,0.0
5496,understood,5.0,10,4.58,,0.0,0.0
5497,underwent,45.0,9,3.65,,0.0,0.0
5498,undisclosed,47.5,11,3.37,11.37,0.0,0.0
5499,unease,20.0,6,2.78,8.42,0.0,0.0
5500,unemployment,15.555555555555555,12,4.22,10.95,0.0,0.0
5501,unexpected,45.0,10,4.23,10.17,0.0,0.0
5502,unfair,20.0,6,4.17,5.61,588.0,0.0
5503,unfolded,70.0,8,3.16,,0.0,0.0
5504,unfortunately,30.0,13,4.62,,0.0,0.0
5505,unidentified,17.5,12,3.61,9.95,0.0,0.0
5506,unification,20.0,11,3.36,14.33,353.0,266.0
5507,union,4.285714285714286,5,5.08,9.39,595.0,449.0
5509,unique,18.0,6,4.75,8.63,534.0,300.0
5510,unit,3.3333333333333335,4,4.95,7.79,513.0,389.0
5511,united,0.0,6,5.47,,0.0,0.0
5512,units,10.0,5,4.77,,0.0,0.0
5513,unity,25.0,5,4.22,9.48,0.0,0.0
5514,universal,6.0,9,4.49,10.21,560.0,339.0
5516,university,0.0,10,5.39,10.72,622.0,533.0
5517,unleashed,60.0,9,3.47,,0.0,0.0
5518,unleashing,40.0,10,2.85,,0.0,0.0
5519,unlocked,30.0,8,3.76,,,
5520,unnamed,20.0,7,3.57,8.71,0.0,0.0
5521,unoccupied,20.0,10,2.93,8.8,0.0,0.0
5522,unpopular,8.0,9,3.72,8.2,500.0,0.0
5523,unprecedented,70.0,13,3.82,13.16,0.0,0.0
5524,unrest,60.0,6,3.61,10.5,444.0,324.0
5525,unsanctioned,60.0,12,2.36,14.11,,
5526,unsophisticated,55.0,15,2.57,12.56,0.0,0.0
5527,unsubtle,36.666666666666664,8,1.97,,,
5528,unsuccessfully,17.5,14,3.28,,,
5529,unusual,5.0,7,4.45,8.56,0.0,0.0
5530,unusually,6.111111111111111,9,3.76,,0.0,0.0
5531,unveiled,100.0,8,3.76,,0.0,0.0
5532,unwinnable,40.0,10,2.29,11.35,,
5533,update,10.0,6,4.69,9.0,0.0,0.0
5534,upgraded,10.0,8,3.93,,0.0,0.0
5535,upon,10.0,4,5.12,,575.0,311.0
5536,upper,10.0,5,4.72,7.56,0.0,0.0
5537,uprising,46.666666666666664,8,3.74,11.17,0.0,0.0
5539,upwards,20.0,7,3.75,,507.0,0.0
5540,uracil,10.0,6,1.97,,,
5541,urged,53.333333333333336,5,4.01,,0.0,0.0
5542,urgent,0.0,6,4.15,8.68,0.0,0.0
5543,urges,10.0,5,3.69,,0.0,0.0
5544,urging,90.0,6,3.68,,0.0,0.0
5545,us,3.3333333333333335,2,6.04,,618.0,397.0
5546,usage,10.0,5,4.23,10.74,0.0,0.0
5547,user,0.0,4,4.69,9.57,0.0,0.0
5548,username,6.0,8,3.76,,,
5549,usernames,10.0,9,2.89,,,
5550,users,10.0,5,4.8,,0.0,0.0
5551,usher,90.0,5,3.51,9.35,0.0,0.0
5552,using,0.0,5,5.47,,0.0,0.0
5553,usual,5.0,5,4.62,8.89,604.0,235.0
5554,usually,5.0,7,5.15,,0.0,0.0
5558,vacationing,80.0,11,2.86,,0.0,0.0
5560,vaguely,33.333333333333336,7,3.47,,0.0,0.0
5564,valuable,30.0,8,4.51,8.56,558.0,0.0
5565,value,5.0,5,5.15,6.78,552.0,260.0
5566,values,10.0,6,4.67,,0.0,0.0
5567,valuing,14.0,7,3.08,,0.0,0.0
5568,vampire,6.0,7,4.03,7.16,0.0,0.0
5569,vandalism,86.66666666666667,9,3.33,12.0,0.0,0.0
5570,vanes,50.0,5,2.3,,0.0,0.0
5571,vanished,100.0,8,3.72,,0.0,0.0
5572,vanishing,50.0,9,3.27,8.32,0.0,0.0
5573,varied,10.0,6,4.03,,0.0,0.0
5574,variety,6.666666666666667,7,4.75,7.89,533.0,297.0
5575,various,0.0,7,5.12,9.58,0.0,0.0
5576,vast,10.0,4,4.49,9.63,0.0,0.0
5578,vehicle,3.0,7,4.76,6.58,534.0,558.0
5579,vehicles,4.0,8,4.62,,0.0,0.0
5580,venture,40.0,7,4.26,11.21,461.0,295.0
5582,venue,20.0,5,4.25,12.16,0.0,0.0
5583,venues,40.0,6,3.92,,0.0,0.0
5584,verified,22.5,8,3.94,,0.0,0.0
5585,verify,2.0,6,3.88,10.28,0.0,0.0
5587,version,10.0,7,5.07,8.11,0.0,0.0
5588,versions,16.666666666666668,8,4.35,,0.0,0.0
5589,vertebrae,23.333333333333332,9,3.21,,0.0,0.0
5590,vertebrate,0.0,10,2.97,10.55,0.0,0.0
5591,vertebrates,30.0,11,2.96,,0.0,0.0
5593,vessel,12.0,6,4.27,9.94,461.0,571.0
5594,vessels,14.390243902439025,7,4.2,,0.0,0.0
5597,via,0.0,3,5.02,,0.0,0.0
5598,viability,40.0,9,3.44,14.3,0.0,0.0
5599,vice,2.5,4,4.71,12.5,457.0,399.0
5601,vicinity,63.333333333333336,8,3.8,10.28,0.0,0.0
5602,vicious,30.0,7,3.83,9.53,440.0,0.0
5604,victim,37.142857142857146,6,4.56,9.39,511.0,467.0
5605,victims,23.571428571428573,7,4.56,,0.0,0.0
5607,victory,10.0,7,4.73,7.53,498.0,376.0
5608,video,8.333333333333334,5,5.43,8.06,0.0,0.0
5609,vied,50.0,4,2.45,,0.0,0.0
5610,viewed,10.0,6,4.31,,0.0,0.0
5611,villa,0.0,5,4.2,10.5,0.0,0.0
5612,village,8.0,7,4.82,7.84,524.0,576.0
